pair_id,case_id,n_diff,top30_mass_positive_conservative,top30_mass_absolute_average,top30_mass_absolute_drop,top30_mass_absolute_gain,best_reversion_gain,has_negative_both_tol005,has_sign_flip_tol005
sab2_6p4b_b:sab2_6p4b_b_s06:sab2_6p4b_b_s00,sab2_6p4b_b,12,1.0,0.708337314546917,0.7522800165250697,0.5947884203529773,2.1599225997924805,False,True
sab2_6p4b_b:sab2_6p4b_b_s12:sab2_6p4b_b_s26,sab2_6p4b_b,7,0.987450703539089,0.7555381919603951,0.8560431730630188,0.6909866815792836,1.5033683776855469,False,True
sab2_6p4b_b:sab2_6p4b_b_s13:sab2_6p4b_b_s17,sab2_6p4b_b,10,0.9977766224929766,0.623968497705227,0.6236874805707202,0.6333973885688166,2.614529609680176,True,True
sab2_6p4b_b:sab2_6p4b_b_s16:sab2_6p4b_b_s14,sab2_6p4b_b,9,0.9902807839472804,0.7278736162493848,0.8057922635881744,0.6264267924385769,0.564356803894043,False,True
sab2_6p4b_b:sab2_6p4b_b_s22:sab2_6p4b_b_s09,sab2_6p4b_b,10,0.8364906130910164,0.5282498724120096,0.5693974106786183,0.5325715159635028,2.779224395751953,True,True
sab2_6p4b_b:sab2_6p4b_b_s30:sab2_6p4b_b_s28,sab2_6p4b_b,12,0.8957291845281043,0.5601809822431246,0.560326682667122,0.6113705443819288,1.1076812744140625,True,True
sab2_6p4b_b:sab2_6p4b_b_s31:sab2_6p4b_b_s25,sab2_6p4b_b,12,0.9399905854676049,0.8170471712110283,0.75596781299614,0.7406911450902742,0.6171331405639648,True,True
sab2_6u52_c:sab2_6u52_c_s07:sab2_6u52_c_s11,sab2_6u52_c,15,0.9786543176527284,0.7806801137900544,0.7348037396455194,0.7683141623149099,1.533595085144043,True,True
sab2_6u52_c:sab2_6u52_c_s10:sab2_6u52_c_s15,sab2_6u52_c,11,0.9131014451037217,0.7323564380946472,0.6977097324026419,0.7406281715489207,1.2941017150878906,True,True
sab2_6u52_c:sab2_6u52_c_s13:sab2_6u52_c_s12,sab2_6u52_c,8,1.0,0.7769119310394257,0.7109446878543955,0.8216563379806223,1.1231613159179688,True,True
sab2_6u52_c:sab2_6u52_c_s18:sab2_6u52_c_s29,sab2_6u52_c,15,0.9155300486734606,0.7491389093780293,0.6701621502915242,0.7646279290724399,1.7093048095703125,True,True
sab2_6u52_c:sab2_6u52_c_s20:sab2_6u52_c_s04,sab2_6u52_c,14,0.9822649619055307,0.6624084859386101,0.674401371364405,0.6373470108669657,1.6336183547973633,True,True
sab2_6u52_c:sab2_6u52_c_s22:sab2_6u52_c_s31,sab2_6u52_c,19,1.0,0.7081498176476856,0.6348350712048706,0.717150822203797,2.764455795288086,True,True
sab2_6u52_c:sab2_6u52_c_s27:sab2_6u52_c_s19,sab2_6u52_c,16,0.9777089718273271,0.6821454607393375,0.6645956336241845,0.6877320398675905,2.8339967727661133,True,True
sab2_6u52_c:sab2_6u52_c_s28:sab2_6u52_c_s00,sab2_6u52_c,14,0.9620082627258488,0.7290580202781017,0.710736317918029,0.7719927855818971,0.8145952224731445,False,True
sab2_7jkt_h:sab2_7jkt_h_s01:sab2_7jkt_h_s05,sab2_7jkt_h,8,0.8240558284776687,0.7425099599193685,0.823851424394063,0.5655439811022079,0.5707089304924011,True,True
sab2_7jkt_h:sab2_7jkt_h_s02:sab2_7jkt_h_s23,sab2_7jkt_h,17,0.9536715164414854,0.6784109796837479,0.5552437889288891,0.6640559069177738,5.730286121368408,True,True
sab2_7jkt_h:sab2_7jkt_h_s06:sab2_7jkt_h_s03,sab2_7jkt_h,17,1.0,0.6386278289699844,0.7255687157995561,0.5666065745385003,7.060362458229065,True,True
sab2_7jkt_h:sab2_7jkt_h_s09:sab2_7jkt_h_s04,sab2_7jkt_h,17,0.9826015390684191,0.6031141001871811,0.5170104808848959,0.685483931818991,3.3961944580078125,True,True
sab2_7jkt_h:sab2_7jkt_h_s10:sab2_7jkt_h_s14,sab2_7jkt_h,18,1.0,0.678047707178969,0.6530150133753811,0.693708051957458,4.319183588027954,True,True
sab2_7jkt_h:sab2_7jkt_h_s16:sab2_7jkt_h_s12,sab2_7jkt_h,9,1.0,0.7585212830121717,0.767447971947745,0.6768526594958028,0.4667825698852539,True,True
sab2_7jkt_h:sab2_7jkt_h_s19:sab2_7jkt_h_s08,sab2_7jkt_h,8,0.9747636040928568,0.8562039316277346,0.737175584320137,0.7945367367865357,1.7772134095430374,True,True
sab2_7jkt_h:sab2_7jkt_h_s20:sab2_7jkt_h_s11,sab2_7jkt_h,16,0.8915817263435225,0.7020749987563122,0.707404572055044,0.7329446835690387,1.0531139373779297,True,True
sab2_7nqk_b:sab2_7nqk_b_s02:sab2_7nqk_b_s29,sab2_7nqk_b,16,0.8733863824639717,0.6302373902223434,0.6101646237959698,0.6511506612801914,2.2340874671936035,True,True
sab2_7nqk_b:sab2_7nqk_b_s06:sab2_7nqk_b_s01,sab2_7nqk_b,16,0.8751520564723652,0.5611857189604755,0.565533673373414,0.5244465062329168,1.683852195739746,True,True
sab2_7nqk_b:sab2_7nqk_b_s09:sab2_7nqk_b_s10,sab2_7nqk_b,17,0.9187958591376715,0.6380765312400999,0.6488466213866525,0.6509570715094957,1.8757200241088867,True,True
sab2_7nqk_b:sab2_7nqk_b_s12:sab2_7nqk_b_s07,sab2_7nqk_b,18,0.8612136332661963,0.6485070609844027,0.6510190170513945,0.6772535277172952,2.1586265563964844,True,True
sab2_7nqk_b:sab2_7nqk_b_s15:sab2_7nqk_b_s13,sab2_7nqk_b,8,1.0,0.70926871042702,0.6327148378702476,0.6898646414942923,1.5889153480529783,True,True
sab2_7nqk_b:sab2_7nqk_b_s17:sab2_7nqk_b_s24,sab2_7nqk_b,17,0.9918762321111226,0.6084559327469592,0.6785457156792195,0.5765065369905821,2.446086883544922,True,True
sab2_7nqk_b:sab2_7nqk_b_s18:sab2_7nqk_b_s05,sab2_7nqk_b,17,1.0,0.6465801239282369,0.6112039559539112,0.5819898742920346,2.535497665405273,True,True
sab2_7nqk_b:sab2_7nqk_b_s20:sab2_7nqk_b_s26,sab2_7nqk_b,15,0.8581144380759624,0.5825321174175258,0.576718259600269,0.5986762766093202,2.004511833190918,True,True
sab2_7qxd_kkk:sab2_7qxd_kkk_s04:sab2_7qxd_kkk_s24,sab2_7qxd_kkk,15,0.7931379178623404,0.580457524738556,0.5853536070304913,0.6477698539320945,2.92018985748291,True,True
sab2_7qxd_kkk:sab2_7qxd_kkk_s05:sab2_7qxd_kkk_s16,sab2_7qxd_kkk,13,0.877216444219943,0.6400765985549363,0.6453610770644126,0.674121874331316,2.272422790527344,True,True
sab2_7qxd_kkk:sab2_7qxd_kkk_s15:sab2_7qxd_kkk_s27,sab2_7qxd_kkk,11,0.9197607334269701,0.6705205264783809,0.7356631121118468,0.6914383551659713,1.7557740211486816,True,True
sab2_7qxd_kkk:sab2_7qxd_kkk_s17:sab2_7qxd_kkk_s02,sab2_7qxd_kkk,10,0.9070355690568708,0.7434964550993973,0.7431022067235269,0.7719067966166556,1.5026378631591797,True,True
sab2_7qxd_kkk:sab2_7qxd_kkk_s20:sab2_7qxd_kkk_s29,sab2_7qxd_kkk,11,0.9057246372430844,0.7182467051592764,0.6442110669038139,0.7891174468484556,1.279438018798828,True,True
sab2_7qxd_kkk:sab2_7qxd_kkk_s22:sab2_7qxd_kkk_s01,sab2_7qxd_kkk,10,0.8822815523221267,0.5902653572620608,0.6413210210638365,0.6320065362963988,1.414586067199707,True,False
sab2_7qxd_kkk:sab2_7qxd_kkk_s25:sab2_7qxd_kkk_s09,sab2_7qxd_kkk,11,1.0,0.6392799051748618,0.6406958134599743,0.6648579483440243,2.566272258758545,True,True
sab2_7qxd_kkk:sab2_7qxd_kkk_s26:sab2_7qxd_kkk_s11,sab2_7qxd_kkk,11,0.8833126106205976,0.7826335491230951,0.7764367623317329,0.8014159331480278,0.9410371780395508,False,True
sab2_7sl5_d:sab2_7sl5_d_s00:sab2_7sl5_d_s16,sab2_7sl5_d,21,0.9896948554089763,0.6428566559986041,0.6679213250693652,0.6438149443385917,1.8141794204711916,True,True
sab2_7sl5_d:sab2_7sl5_d_s07:sab2_7sl5_d_s14,sab2_7sl5_d,22,1.0,0.6081681765597154,0.7165790666479516,0.5843814222862553,2.951748847961426,True,True
sab2_7sl5_d:sab2_7sl5_d_s12:sab2_7sl5_d_s02,sab2_7sl5_d,26,0.9216556099908374,0.6914998297156826,0.6240358978411609,0.7304218751853002,0.8234891891479492,True,True
sab2_7sl5_d:sab2_7sl5_d_s13:sab2_7sl5_d_s19,sab2_7sl5_d,22,0.8090921787776196,0.5509792779963754,0.5625556908050625,0.6470560657448476,0.0,False,True
sab2_7sl5_d:sab2_7sl5_d_s15:sab2_7sl5_d_s29,sab2_7sl5_d,22,1.0,0.6410697968033559,0.6402126834347283,0.586923476029259,0.7628316879272461,True,True
sab2_7sl5_d:sab2_7sl5_d_s25:sab2_7sl5_d_s18,sab2_7sl5_d,21,0.975672750265029,0.6722444777799116,0.7012671659168848,0.6106314184751295,1.6129398345947266,True,True
sab2_7sl5_d:sab2_7sl5_d_s26:sab2_7sl5_d_s11,sab2_7sl5_d,26,0.9527901965353517,0.7306897846394936,0.7177198015911164,0.6923156482910072,2.321815490722656,True,True
sab2_7sl5_d:sab2_7sl5_d_s30:sab2_7sl5_d_s28,sab2_7sl5_d,22,0.9928853938460313,0.675520676721695,0.597008533884609,0.6930174952243396,0.7588748931884766,True,True
sab2_7x7d_b:sab2_7x7d_b_s01:sab2_7x7d_b_s00,sab2_7x7d_b,14,0.9050251878235984,0.7060731868700826,0.7122532598435075,0.7007338440592171,0.4082231521606445,False,True
sab2_7x7d_b:sab2_7x7d_b_s02:sab2_7x7d_b_s31,sab2_7x7d_b,22,1.0,0.6098379781352887,0.5675847840735295,0.6290814613149277,0.956756591796875,True,True
sab2_7x7d_b:sab2_7x7d_b_s13:sab2_7x7d_b_s08,sab2_7x7d_b,11,0.9070243538541086,0.6449918074651759,0.8023181827772711,0.629248587884726,0.3677358627319336,True,True
sab2_7x7d_b:sab2_7x7d_b_s15:sab2_7x7d_b_s03,sab2_7x7d_b,16,0.8935733941196592,0.5940888467874396,0.7667483209472425,0.556130839303301,0.2461233139038086,True,True
sab2_7x7d_b:sab2_7x7d_b_s16:sab2_7x7d_b_s17,sab2_7x7d_b,14,1.0,0.6606170200160939,0.6365603218151068,0.6780022379184681,0.9715442657470704,True,True
sab2_7x7d_b:sab2_7x7d_b_s21:sab2_7x7d_b_s11,sab2_7x7d_b,9,0.8468603686127786,0.7535580466803061,0.7647239396675624,0.7624536343917302,0.1390638351440429,True,True
sab2_7x7d_b:sab2_7x7d_b_s29:sab2_7x7d_b_s05,sab2_7x7d_b,20,1.0,0.5860503071849812,0.6675128492016249,0.5923035194914916,0.6478805541992188,True,True
sab2_7x7d_b:sab2_7x7d_b_s30:sab2_7x7d_b_s07,sab2_7x7d_b,16,0.976146084908631,0.6508502755340534,0.614543079073694,0.6007330356075626,0.6710948944091797,True,True
sab2_8bcz_h:sab2_8bcz_h_s05:sab2_8bcz_h_s31,sab2_8bcz_h,11,0.9287527454369303,0.754468202855218,0.7412649106869476,0.7738330045517039,2.039267539978028,True,True
sab2_8bcz_h:sab2_8bcz_h_s13:sab2_8bcz_h_s15,sab2_8bcz_h,8,1.0,0.7242665579619451,0.6695697422101948,0.8915829879982383,4.066425323486328,True,True
sab2_8bcz_h:sab2_8bcz_h_s14:sab2_8bcz_h_s12,sab2_8bcz_h,9,0.8911213797617256,0.6670074461774531,0.7213196471497522,0.698271333249644,4.2676191329956055,True,True
sab2_8bcz_h:sab2_8bcz_h_s17:sab2_8bcz_h_s20,sab2_8bcz_h,9,0.9349304027397879,0.7004079351953392,0.7477218596558698,0.7120808890373601,1.5621767044067385,True,True
sab2_8bcz_h:sab2_8bcz_h_s22:sab2_8bcz_h_s18,sab2_8bcz_h,9,1.0,0.7182761184015023,0.7025427793004918,0.7737894485317321,5.839481353759766,True,True
sab2_8bcz_h:sab2_8bcz_h_s26:sab2_8bcz_h_s00,sab2_8bcz_h,13,0.9498438646845017,0.7159194888975892,0.6870307240639106,0.6732377563927856,1.029399871826172,False,True
sab2_8bcz_h:sab2_8bcz_h_s28:sab2_8bcz_h_s04,sab2_8bcz_h,11,1.0,0.7992226025013808,0.7554574200226722,0.80678349041603,0.9352445602416992,False,True
sab2_8bcz_h:sab2_8bcz_h_s30:sab2_8bcz_h_s19,sab2_8bcz_h,8,0.8686104356796857,0.7204698898727623,0.7176252970228795,0.6036750652400913,0.9512739181518556,False,True
sab2_8c3k_b:sab2_8c3k_b_s00:sab2_8c3k_b_s06,sab2_8c3k_b,8,0.9544758729528947,0.5973072167204136,0.5471568470306335,0.5928678474593405,2.1344213485717773,True,True
sab2_8c3k_b:sab2_8c3k_b_s05:sab2_8c3k_b_s22,sab2_8c3k_b,5,0.9931479367607128,0.7852528552083967,0.9696740862025988,0.6820883541379131,0.1286878585815429,False,True
sab2_8c3k_b:sab2_8c3k_b_s14:sab2_8c3k_b_s27,sab2_8c3k_b,9,0.8379927830212495,0.5694906235047972,0.5635978955074349,0.570437150651927,1.915492057800293,True,True
sab2_8c3k_b:sab2_8c3k_b_s17:sab2_8c3k_b_s13,sab2_8c3k_b,4,0.907841934866212,0.745725966225691,0.7822432505612963,0.6998087511853223,1.223557472229004,False,True
sab2_8c3k_b:sab2_8c3k_b_s18:sab2_8c3k_b_s07,sab2_8c3k_b,3,0.7090994381559338,0.5093221753174975,0.5019134279726266,0.5167332415410744,1.8070220947265625,True,False
sab2_8c3k_b:sab2_8c3k_b_s19:sab2_8c3k_b_s29,sab2_8c3k_b,5,0.9057725628945061,0.629153873314924,0.5572093445936539,0.7027143239265355,0.5928964614868164,True,False
sab2_8c3k_b:sab2_8c3k_b_s24:sab2_8c3k_b_s15,sab2_8c3k_b,5,0.7977310218909406,0.6097442559308268,0.769855156033654,0.5599670585856973,0.2293214797973632,False,True
sab2_8c3k_b:sab2_8c3k_b_s25:sab2_8c3k_b_s08,sab2_8c3k_b,5,0.9784591299499245,0.8326757968268241,0.9152611149765448,0.7425641181020689,0.0636835098266601,True,True
sab2_8en1_d:sab2_8en1_d_s08:sab2_8en1_d_s00,sab2_8en1_d,16,0.8452108623737445,0.5343750698767579,0.6416172618716772,0.5040163328015447,1.7151117324829102,True,True
sab2_8en1_d:sab2_8en1_d_s11:sab2_8en1_d_s10,sab2_8en1_d,14,0.8897135441656935,0.6130185682321042,0.652825554886072,0.6353900506468972,1.037431716918945,True,True
sab2_8en1_d:sab2_8en1_d_s15:sab2_8en1_d_s07,sab2_8en1_d,17,0.7280132825401925,0.6671493279010626,0.6205215772659634,0.6972697662097868,0.9468040466308594,True,True
sab2_8en1_d:sab2_8en1_d_s21:sab2_8en1_d_s12,sab2_8en1_d,13,0.770565073502559,0.6709600080726571,0.6556330944489035,0.6373428658540128,0.262582778930664,False,True
sab2_8en1_d:sab2_8en1_d_s26:sab2_8en1_d_s03,sab2_8en1_d,9,0.9715429130345915,0.6257469951850929,0.7085436665304115,0.6053198971775193,1.1163053512573242,True,True
sab2_8en1_d:sab2_8en1_d_s29:sab2_8en1_d_s05,sab2_8en1_d,20,0.9350257389209247,0.6673039621271644,0.6054542143612175,0.669403125234919,0.8360595703125,True,True
sab2_8en1_d:sab2_8en1_d_s30:sab2_8en1_d_s27,sab2_8en1_d,13,0.9958844501635093,0.7841666579210936,0.8289171898646296,0.7457163103602161,0.759852409362793,True,True
sab2_8en1_d:sab2_8en1_d_s31:sab2_8en1_d_s23,sab2_8en1_d,16,0.9243337270567579,0.6704438112714227,0.6997327998969035,0.6797530220900447,0.496072769165039,True,True
sab2_8en5_e:sab2_8en5_e_s03:sab2_8en5_e_s02,sab2_8en5_e,23,0.9310569087683218,0.707427987369821,0.6897276454979359,0.6777431265486774,0.3336772918701172,True,True
sab2_8en5_e:sab2_8en5_e_s08:sab2_8en5_e_s04,sab2_8en5_e,19,0.9293249267985942,0.5899474165147561,0.7303475744828657,0.6105108925356628,0.6951446533203125,True,True
sab2_8en5_e:sab2_8en5_e_s10:sab2_8en5_e_s05,sab2_8en5_e,23,0.9089170426312693,0.6032846482487577,0.6910325966862327,0.6051178681811574,0.6986284255981445,True,True
