case_id,cdr_rmsd_base,cdr1_rmsd_base,cdr2_rmsd_base,cdr3_rmsd_base,fr_rmsd_base,plddt_cdr_base,cdr_recovery_base,cdr_rmsd_n3,cdr1_rmsd_n3,cdr2_rmsd_n3,cdr3_rmsd_n3,fr_rmsd_n3,plddt_cdr_n3,cdr_recovery_n3,cdr_rmsd_shuffle,cdr1_rmsd_shuffle,cdr2_rmsd_shuffle,cdr3_rmsd_shuffle,fr_rmsd_shuffle,plddt_cdr_shuffle,cdr_recovery_shuffle,cdr_rmsd_cf,cdr1_rmsd_cf,cdr2_rmsd_cf,cdr3_rmsd_cf,fr_rmsd_cf,plddt_cdr_cf,cdr_recovery_cf
valid100_011,0.7504260175029664,0.7314311895703406,0.7556423722134724,0.7316993281809144,0.3686095675533765,0.6576252099006408,0.306452,0.8861766275897192,0.5296977505400308,0.37768901155611273,1.1339835988373057,0.36553732978622716,0.6262163380461354,0.33871,1.2042957353496169,0.7897101818772094,0.6946795239111874,1.491232790351408,0.4696432652951976,0.596233916859473,0.274194,1.08206221872446,0.9531518531509049,0.7127276047573123,1.2556710382030127,0.3612375374586671,0.5897294677072955,0.2741935
valid100_012,0.7609343858300394,0.5414861297755865,0.48766074031018636,0.9465622692375494,0.5798348481763211,0.6891246303435294,0.322581,0.5450464342928101,0.5670855265410941,0.47303270852312085,0.5664168034398426,0.6190591711619128,0.6835512124723004,0.306452,0.6611815795923386,0.5871011593435805,0.32383396493079974,0.8131299465041453,0.7254309749333876,0.6420611633408455,0.290323,1.6631440683964231,1.0052643207697916,0.9781495516001018,2.0904199662844434,0.6572326743046,0.6440439233856816,0.290323
valid100_013,4.315019715738526,0.6119136694627316,0.9524934489654127,6.05014778185194,0.6501274293409214,0.6474401846528053,0.133333,4.447917700097751,0.8326920094132827,0.5467908059297268,6.238029538263216,0.5096086367493898,0.5814314976334571,0.1833335,3.2802939071579846,0.68843804676601,0.6666460987117062,4.586526929663357,0.6255174314853027,0.6094994813203811,0.15000000000000002,4.278889695565898,0.8622105679705907,0.39209603736491555,6.002638309808984,0.505084735203893,0.6625849495331446,0.2166665
valid100_014,1.7943668292059884,0.5901472112423887,0.5588798980957747,2.5551231851595246,0.5623269557571029,0.6236251081739153,0.375,2.07597537741292,1.0536611827618079,0.6788029216605519,2.8014740385075987,0.44241845596848306,0.6060336977243423,0.375,0.9889420381292447,0.9261202045796372,0.7231280376540233,1.1361785973509333,0.5203980620358923,0.6001915521919727,0.35714250000000003,1.6963356650481172,0.4453695751474428,0.6472682081719044,2.414585060846105,0.4975685632254071,0.6013343770589148,0.3214285
valid100_015,1.9818672054143764,3.3143949735603284,0.6716726480560973,0.6924658535176145,0.5393134595168738,0.6765107555048806,0.2571425,2.0054350471586804,3.3506985195113073,0.41303775936934845,0.9677152772677582,0.5528238716968967,0.640314569217818,0.2571425,1.7374938781921396,2.8664374422648047,0.7849953085210313,0.7729282567015691,0.47446985770467065,0.6272941717079707,0.2571425,1.36438673019852,1.9876475056186373,0.8514989880765824,0.9440789371109201,0.39088801835513715,0.6112688285963876,0.2571425
valid100_016,1.3581831941470406,0.564694366112924,1.3289205025742206,1.3927832419727872,0.38631412599852843,0.6456310920643085,0.28787850000000004,1.3266344477825505,0.8382698285241126,1.4367705231788173,1.2921139692362793,0.4644681932005676,0.6626669091708732,0.2878785,1.167804020499592,1.0349963888259712,1.4952906311117171,0.9651687742692334,0.4678555584388814,0.6401306824250654,0.3181815,1.2411116575967258,0.7613366800530446,1.159185463681045,1.337950731599879,0.5683291934731218,0.6143205283266125,0.3181815
valid100_017,1.945394316297341,0.9457138217862334,0.9646166889709515,2.3433165443268624,0.6138591421245512,0.5574460923671722,0.135135,2.1004300395353233,0.9747800788957612,1.2190301489803754,2.495459330079191,0.7233273615897442,0.5820114205817919,0.1216215,2.576090978376623,0.7842003239752511,0.6880035921828132,3.212293838551454,0.6099784986222834,0.6133197835973792,0.135135,2.263807721963201,1.3358304158689385,1.7261031989195885,2.554491539637723,0.6648184088283168,0.5472650032591175,0.162162
valid100_018,3.246137127044802,0.7247774914077039,0.5918553978058008,4.587940124171382,0.44206854068782,0.6650555916130543,0.267857,1.1128390110580941,0.8507970975375279,0.33390407408574907,1.3638211599197412,0.3828435447039966,0.6680356610034193,0.267857,0.809115204730115,0.7967277212944366,0.1972211787504795,0.9987831183711726,0.35336084005927976,0.7029335147568158,0.285714,0.9411926585621835,0.6235128645564874,0.6425214819384787,1.1737529183414748,0.4838934176863398,0.6793170901281493,0.339286
valid100_019,1.2971101780695844,0.5151592283294477,0.5970455999191379,1.8109552661068915,0.3288003936270255,0.6492226858591211,0.172414,1.7857606250372988,0.5480826984805712,1.0491808526638744,2.458055928244365,0.4772325068618086,0.6038737913657879,0.172414,2.388662086807134,0.7061437771680708,0.5871495130559949,3.4711480927982237,0.4584345124989473,0.6354678432489264,0.172414,2.4606949214633227,0.9345498507129496,0.5392688341058772,3.5745240083395764,0.4646878500707074,0.6054361406071432,0.172414
valid100_020,2.5384813229401884,0.805876571451968,0.38066473404019285,3.3580837857861074,0.3508547309300225,0.6306455557545025,0.375,2.90704288447755,0.7559343973972146,0.22810500686500323,3.863238651353663,0.38190650262343384,0.603688723097245,0.3194445,3.2137444001158553,0.8727705538401642,0.39543956395513413,4.267607730398192,0.38956907126369916,0.6317024019857247,0.291667,3.0909688126634087,0.6860141722509066,0.4239270557348685,4.115241958032498,0.30751739453624044,0.6025301242868105,0.3194445
valid100_021,1.655095293166032,0.5211783998904057,0.5710783621752235,2.185356862079943,0.4361736733068391,0.6187975542885917,0.2714285,2.4111216974046386,0.4199511290304983,0.696675473574677,3.2278898801433993,0.503091022513992,0.6079502599579947,0.257143,1.9249188965605928,0.49684839711207,0.5719585836447881,2.563686100881625,0.521368189081336,0.6197976269892284,0.2571425,1.9226313579662695,0.4723965043436431,0.27803301483225706,2.5848929281400963,0.43827928675764205,0.6207310157162802,0.242857
valid100_022,0.6693902765500663,0.5989722698887883,0.49745383176559027,0.7461655780233547,0.38829881025853796,0.6376999753552515,0.243243,1.15727980870627,0.7294875421367988,0.666645362171858,1.3973440385523097,0.4145631635371198,0.6382028243026218,0.28378349999999997,1.9959017331270754,1.2543816804122727,0.5174019576009297,2.5079731209960365,0.4490573474620626,0.5660924178522986,0.27027,1.498635119190089,0.9059480078665293,0.9483178601008297,1.8157287021875057,0.47110881419449285,0.6197347435596827,0.28378349999999997
valid100_023,2.1712002809287103,0.7180697217361157,0.5120394635659469,3.15493033709941,0.4292451683320223,0.6639460325241089,0.275862,1.5165717077525467,1.134320215992902,0.5384628048505025,2.028337846513693,0.40264791175706566,0.6675806374385439,0.29310349999999996,1.8657762786685033,1.380243241942726,0.5039487321995677,2.5168555935829797,0.4258979115104561,0.6349710179813977,0.310345,1.8368224924515695,0.9772897293487655,0.601008600115036,2.5674071666558613,0.37139998245510364,0.6176456737107244,0.310345
valid100_024,1.1883270144851539,0.7347863361857966,0.4957490482486827,1.787075255125664,0.45135854559795685,0.6934085404872894,0.32,0.8633666795954926,0.7131708128476676,0.6294500979892061,1.0520907386474516,0.47994852579891256,0.6792598211765289,0.34,1.2744812496572049,1.0034989079501193,0.8156332500228278,1.7097650887658276,0.49767768272044133,0.6587239408493042,0.30000000000000004,1.4479084094893013,1.0518728052743194,0.6520121608424106,1.9791130247612514,0.5435727387403423,0.6445511215925217,0.36
valid100_025,2.00095449206699,0.4539950457914821,0.40563650278227004,2.6673528068911145,0.494516668291759,0.6011361655863849,0.28787850000000004,2.5944884855510457,0.5728522416337776,0.42547675588219247,3.4806671411593024,0.402010051169433,0.6184394382166141,0.2575755,2.446996446008307,0.5326249974153332,0.6240850187065002,3.2704283436707455,0.3762186090421705,0.6244188660021984,0.3181815,3.658060063785019,0.6203559653257613,0.325822040804215,4.9299107330494705,0.5611054924071857,0.6031216676488067,0.2575755
valid100_026,1.899691803526431,1.1689131382775284,0.4800992560164288,2.601311417188893,0.814332260632699,0.6406845306356748,0.41666650000000005,0.7759160810035293,0.7616569488423193,0.6577620802140561,0.7928344622246433,0.9297191423097348,0.65213243663311,0.38333300000000003,1.4742155593949504,0.9608097898423454,0.6799957011439641,1.9615744234565242,0.5424616298090483,0.6361239324013392,0.4,2.555778147780903,1.086445910166992,0.844810160063387,3.5640733561587377,0.5326452630682512,0.6416117658217748,0.3666665
valid100_027,0.8520154864210099,0.8063774355871779,0.6990544290573215,0.9334684915581086,0.494093437718396,0.7179801680824973,0.3787875,1.2273676100938082,1.1322866010372095,0.6934596021911678,1.4304443720055635,0.5539550389000174,0.682592407320485,0.4090905,0.9866687599965906,0.7147274891956177,0.6036313597499369,1.1844052206838835,0.48488746514680736,0.6971431943503292,0.3787875,1.0183772467316807,0.8489292185712407,0.6341709383136565,1.207601583599735,0.5441936384918414,0.65417710759423,0.3181815
valid100_028,0.5071534115620057,0.537878200266566,0.44572924298039995,0.4995651003031436,0.4318192966941867,0.70322102193649,0.3653845,0.7023677863208837,0.5460935300269166,0.5521433991608098,0.8203101598022601,0.35417603252494223,0.7257289829162451,0.346154,0.5891153706900181,0.6347806712804428,0.3569696750264968,0.6461875006336621,0.3037815057441985,0.7056339394587736,0.3653845,0.5734582523549099,0.4015113836262824,0.5227341689549226,0.6539658375106244,0.30438159582199587,0.7100052329210135,0.307692
valid100_029,2.15677635597989,0.958751461783468,0.5891804283943807,3.0941841156682726,0.5241988658265224,0.6610342089472145,0.327586,1.834990809682139,0.879440898837544,0.6937022075684696,2.569940202866084,0.5134708880327236,0.6580907070431217,0.310345,3.5073839908193145,0.9039489929167379,0.6303185818841492,5.166566831965321,0.5596562530646393,0.6799592411723631,0.310345,2.1829326837738714,1.4634048099733734,2.1039193855329446,2.410323272645736,0.7580113008737799,0.6314866188271292,0.3965515
valid100_030,2.885998990345949,0.8153994027608953,0.49785987765163864,4.164582183541425,0.48502434008413436,0.6660868754344327,0.4285715,1.2057520510647954,0.8961602979672523,0.5712333214586635,1.5680884988945702,0.4165752999164517,0.6818603937114989,0.39285749999999997,2.9493085397737278,0.5724674657073168,0.4870940081699898,4.24298307374055,0.3788167777905304,0.6687878199986049,0.285714,1.510278644799809,0.6144577898117802,0.6102060764745103,2.0949302893991875,0.44306375790288044,0.6226834968796798,0.4107145
valid100_031,3.118911376947675,2.360885834259872,0.9330228694816094,3.634014092177501,1.0536194908986636,0.5155376927419142,0.113636,3.5753751270355725,3.61415577727959,1.1007914643301215,3.803273140801028,1.147540351637002,0.5581467483531345,0.1022725,3.591740657536647,2.1947327996430563,0.5970147346267064,4.2514496511089295,1.1664158231909256,0.516233238984238,0.1022725,3.435996578081479,1.2090809598909968,1.3520092274793707,4.192729183440109,0.5950674693542195,0.5735388188199564,0.1136365
valid100_032,1.4378214331713357,2.262317196699112,0.9396776003157842,1.0201825115192142,0.78361282033522,0.6689014388248324,0.34375,1.106148683676084,1.2223318448687264,0.8642439570806655,1.1361421873579225,0.7823602384094279,0.6212907931767404,0.359375,0.7898149192033317,0.8248577371761043,0.9152818807898289,0.6593134978499946,0.5516192282625051,0.6244144984520972,0.328125,1.101402108095431,1.531665624045008,0.8516397120028167,0.9391953322276583,0.6862215225213182,0.5968854385428131,0.359375
valid100_033,2.7782993883836515,0.8536854683491629,0.44235616765583496,3.604056239878461,0.3798445062591602,0.6192250918400914,0.2236845,2.5496585537279093,0.7244187981007263,0.3615372533928053,3.3145899903853326,0.38570010511474345,0.6339654597012621,0.2236845,3.8835383653092443,0.6085996188812274,0.6272115475123822,5.075418868048917,0.30526089446675253,0.6335751328029131,0.210526,2.724176220262679,0.8378652063157375,0.30835775367924123,3.5372706485766825,0.41092291896234534,0.6003266847447345,0.1973685
valid100_034,1.2277673931179827,0.6709430768716109,0.7477006246387286,1.5191931284245697,0.37217529528377225,0.5915569857590728,0.34722200000000003,1.3589618174823006,0.6008265468869393,0.542769558561276,1.744685105743535,0.404673034410428,0.5903582216964828,0.34722200000000003,1.413481490620042,0.7064077274374976,0.4883714966083903,1.8034907879783646,0.4464214259659618,0.5999971247381635,0.34722200000000003,1.5263127134331849,0.6599823679087979,0.5069583797837167,1.9770963781880957,0.4406039060490882,0.6039973890615834,0.333333
valid100_035,1.301790141994499,0.46605009449473356,0.41355355920967807,1.7179611356162245,0.4381889369935651,0.655384515438761,0.3857145,1.7321888718384406,0.732184267986973,0.7386542488440679,2.2435212880604,0.4391558239364589,0.6059588713305337,0.371429,1.9756359614383183,0.5552690088014972,0.5374914094777141,2.628059821516911,0.39365480320642265,0.6350664283548082,0.4285715,1.8121335602773998,0.574392801364324,1.0881334200457098,2.324751177003293,0.4040578931617028,0.602909744637353,0.4142855
valid100_036,5.494058586290727,0.4380470095925323,0.40062508206051417,7.627476302767436,0.40402452803289424,0.5849938402252812,0.322581,1.5367052165945347,0.5364457707247589,0.3819400459249228,2.0898485676382954,0.46211059252480485,0.5507389230112876,0.33871,2.284178703811425,0.7052202183440575,0.6314246876367553,3.1071935345344333,0.4160200520105578,0.5682540795495433,0.387097,2.4694416988994017,0.4319390351966591,0.9801128799219023,3.341162504505063,0.3076163964611567,0.5893966762288925,0.322581
valid100_037,0.9597770885969275,0.767302329313202,0.5210148335523264,1.1870654323582739,0.5385364360148174,0.5988892028108239,0.265625,1.8647669576061112,1.5455229563459323,0.6268277601848717,2.0851137876975487,0.4400303980039133,0.5983737511560321,0.265625,2.349714717212389,0.8964895283550721,0.6956621457207729,3.1681578450077943,0.5233208116963729,0.6138714849948883,0.25,1.6403240723594565,0.8310763728587971,0.7367272888089843,2.171057232503243,0.49084872190408835,0.5720522804185748,0.234375
valid100_038,1.0643324977066808,1.1414915266644652,0.929723462472759,1.0798121154619524,1.4144510344820118,0.6561649703618252,0.39393900000000004,1.592577296607874,1.6058220802930556,0.9373688968585917,1.7498420782854776,0.9560390004686954,0.619798742460482,0.333333,1.7615496309960479,0.863624626786563,0.645974707330382,2.4222993552433407,0.9805230250061767,0.6205475136186138,0.3484845,1.0633000587883479,0.9386195303423166,0.7656416244373679,1.2728583799688655,1.2218262689018977,0.61753234538165,0.3181815
valid100_039,3.3409428026160626,0.6868550852342041,0.5854678091297065,4.309149175929088,0.606597063603691,0.6207473690693195,0.14102550000000003,2.221426471601302,0.9025752669299372,1.8875293082698754,2.6018626773386617,0.9561701827980894,0.5893641267067347,0.1666665,2.1534948027682006,0.797973907038767,0.5240845000106639,2.74652746057176,0.4359116679880123,0.5555867827855624,0.153846,1.257979067903635,0.8372796030563872,0.6019623871298617,1.5122067395907486,0.6008191890639968,0.5679857440483875,0.179487
valid100_040,2.6219570872596245,0.5955382594838667,0.48203187309668444,3.808560747065532,0.3535003521911986,0.6869362879257936,0.19230750000000002,1.9730941862550333,0.4693632483649768,0.6251758818101403,2.7781876866686557,0.30710999696611674,0.6467133256105276,0.173077,1.8769443949668432,0.8892556610228043,0.6565839525150855,2.5676848217948276,0.3674785022795777,0.6824465015759835,0.192308,3.166115899179954,0.46227187301927436,0.6234528212309223,4.598486273414963,0.4738572651403261,0.6276350359504039,0.153846
valid100_041,1.0228916341452452,0.6024122454804154,0.36860457317976486,1.3364080537312728,0.458436814425344,0.6226520158590809,0.354839,0.891030123495941,0.6984741298567025,0.6013445354629,1.0154437939829841,0.3335438362255997,0.6419847549930695,0.354839,0.9987082077951439,0.803147230296198,0.5967915819178138,1.1872134797323288,0.4607116535259251,0.6089737415313721,0.322581,0.9991298876079138,0.5129470766187155,0.5725557227584999,1.269753986248754,0.5176621068141158,0.626534243264506,0.322581
valid100_042,2.208280368685677,1.713716519960188,0.6616484950186502,2.7639070556516456,0.48585252473601187,0.629525569991933,0.277778,1.3885693111146615,1.558396633484001,0.6368553065589524,1.5139247526277209,0.5306591932424977,0.6128163027266662,0.26388900000000004,2.176477086125238,2.272226635223783,0.6509192022143114,2.501323091609781,0.4611196604185135,0.5956370561487145,0.25,1.9048525924905908,2.20064413472108,0.6675613361279386,2.094355342575011,0.48643185046677007,0.5930608622729778,0.291667
valid100_043,0.8860508590045909,0.5158833754244603,0.5348822207172205,1.135497572941027,0.3518674637795954,0.6629078625701368,0.515625,0.9111282810059473,0.48821305984943253,0.3839815472908603,1.209341904884712,0.3081475982642665,0.6630786852911115,0.453125,0.7391953516950734,0.48233235493779486,0.4123491603611472,0.9433234843071736,0.5234960261086743,0.6732649062760174,0.421875,0.8887198761544286,0.7402294288355922,0.2799784582223835,1.1193072865479072,0.4288644243270351,0.6312652355991304,0.359375
valid100_044,1.6027426301743575,0.925916668026904,0.8469168358801453,2.0331583935953685,0.4209299950331966,0.6653693848673035,0.3823525,1.7600232804373228,0.8123780856737866,0.8361026502115187,2.2858544177893614,0.46800954307465714,0.6507245731704375,0.338235,1.9556433190695763,0.8615127306405026,0.8268004146644257,2.5528779313371768,0.43229964574182034,0.6623383383540546,0.279412,1.6906664944778678,0.9842330422059384,0.769802565517483,2.1528702419535826,0.4994655018220985,0.638906807583921,0.338235
valid100_045,2.425712526917634,1.7327259548660865,0.5307280119971923,3.063436730249962,0.43087751561818344,0.5943084394230562,0.205882,2.08578482088153,1.9045669639553582,0.6272537755951404,2.4324364474898896,0.5126293508756024,0.5877751751857645,0.176471,2.279925496447893,2.107726320471701,0.6785275219542874,2.7516742748650467,0.8026164545712668,0.5596901428173571,0.176471,2.7165652500648942,3.6548596928339014,0.7963601875792883,2.45817834482846,0.6726842314317536,0.5467517367180657,0.1911765
valid100_046,1.9627398214445917,0.6949552457086192,0.7408932464938215,2.8171023149834276,0.4641559005839082,0.6618913818022301,0.362069,0.8430314527960622,0.7569243195400316,0.37758858637417714,1.0590886500011374,0.5251837545712902,0.6513442258382666,0.4310345,2.087253932031735,1.16908012151408,0.893174120287382,2.8532144046907972,0.5785915283878312,0.6432170184521839,0.4310345,1.5087033995937718,0.7929670288660192,0.6858242925933287,2.027124992549331,0.5157988808091689,0.6295727239600544,0.413793
valid100_047,1.7390628368127918,0.6185954567252521,0.6884626304029049,2.2327479338979304,0.39805820010423876,0.6462048114957036,0.243243,2.0364420995832218,0.6346925641224722,1.4070530199747546,2.513739570052466,0.3846415442343747,0.6203400416148676,0.2027025,2.6688417014025827,0.7195152130121073,1.4809980156369276,3.344442822290073,0.49215504866284127,0.6320436190108996,0.216216,2.0900090482107476,1.0070929142518388,1.9247830382186777,2.3457754158076924,0.46713311467346186,0.6394399694494299,0.14864850000000002
valid100_048,1.602087768278831,0.5946043369867379,1.4012298781845605,1.8717861801466196,0.4599027698805166,0.6339621798080557,0.455882,1.3589232871828618,0.6286614353886825,0.42075237544422217,1.7963669565841045,0.3669555104992589,0.6303098802180851,0.441176,0.784983747391331,0.35220282979313694,0.3458240096651128,1.0240112663302863,0.3185846590217474,0.653218063799774,0.4264705,1.5630660513992245,0.5042244486153609,0.45729459159793506,2.0972658866263276,0.341551165461626,0.6182643508209902,0.44117649999999997
valid100_049,1.6605840188645162,0.6631212543503018,0.5861728393668699,2.1625556351740745,0.5318645299859535,0.6094927724563715,0.19696950000000002,1.162071395564404,1.1139732695287292,0.47227512820367723,1.3472829752868662,0.5142641310900186,0.615973487496376,0.19696950000000002,1.3033694233000641,0.6146366840789873,0.6993965371523168,1.6566143362884702,0.4601097646998724,0.5983833937030849,0.181818,1.7978218289263501,0.7889092403632809,0.845136256058437,2.2936768595986274,0.4894570728234268,0.5864880766832468,0.212121
valid100_050,1.0264113609192642,0.6412151851144379,0.5914374165498895,1.4241513079437054,0.46501238088924274,0.7120339597264926,0.3333335,0.878507442364419,0.5002809648358642,0.5315775943426865,1.245797938709035,0.5127643291117674,0.6973685820897421,0.3541665,0.991454617682255,0.7412969421291971,0.7756717095662533,1.255117344187887,0.5373889197863603,0.6779076444605987,0.375,0.6825635043234748,0.6399193323874839,0.4781742259353663,0.8286849037581456,0.4968985552546994,0.6840291817982992,0.4166665
valid100_051,2.995734209211999,3.274037760274524,1.2741782472675025,3.4224211178325326,0.47923100584347234,0.6627264325988704,0.224138,3.272537092065461,3.5666112800239844,0.9135819530269658,3.8241183210211913,0.5786134742098864,0.6427419499076645,0.224138,3.66997488771197,3.0045766781162344,1.2920509767255326,4.743165320565577,0.5557317634815515,0.6181698287355488,0.241379,3.9357262762434524,3.36546363613418,1.2149845726328234,5.030918212743363,0.40574033983300556,0.6605760830229725,0.224138
valid100_052,1.6255493599246367,0.823323853265293,0.7533601509499279,2.0772921806922806,0.44155922998122343,0.5924234101266572,0.2272725,1.6757688868638096,0.6419330420687768,0.5615420271299066,2.1958990881975935,0.5232595888281057,0.5966543162410909,0.19696950000000002,1.8013345085644152,0.9887879149746004,0.7138436810862611,2.286714540883601,0.585333661639434,0.5751473637241306,0.181818,1.7882883513703316,1.1380519493819081,0.6377644049076928,2.242198236972775,0.49662521984027586,0.6175231093710118,0.212121
valid100_053,2.740863032181787,2.8966103081818035,0.9766663558906427,3.1455777129896,0.5620901490285972,0.5628407207482001,0.25,2.52114277503137,2.357713903223712,1.1898518280884263,2.9838499061796258,0.45408536860721227,0.5351831330096021,0.235294,3.197174891024848,2.7026010649984116,1.0837673299950734,3.9234783500159525,0.44556326438974836,0.5398052063058405,0.205882,2.3635531356009123,2.514415063189284,0.9599156353725211,2.7052702052107445,0.4032129984067254,0.5370370890287792,0.235294
valid100_054,3.1938925286856508,0.7750365473901324,0.6416554256502687,4.609566231279399,0.44685264826481597,0.6919868407504899,0.10714300000000002,3.688334301641361,0.9109435400791455,0.42864946156129724,5.340096800024252,0.41849085602852965,0.6544899344444275,0.089286,5.32167566124336,0.9223991886347555,0.6944810495990659,7.757913552491742,0.4403388878105634,0.643336215189525,0.05357150000000001,2.106577895329205,1.0032134441494165,1.0846226982247638,2.8788474098825496,0.47719552301175183,0.6552498755710465,0.035714
valid100_055,3.503480066819334,1.6540008950729577,2.6151467474578265,4.156278719325226,0.45219061686948203,0.5378291933309465,0.22619050000000002,3.032661031314948,1.4914901956901496,3.3415221330593177,3.272014703501049,0.4750848533971057,0.5727571096448671,0.22619050000000002,2.672255560154908,1.123912770150132,2.442372543463153,3.0665964956715452,0.40270293038594596,0.5706193447113037,0.202381,3.0227771644482933,1.613529669369642,2.4822819769829527,3.4929931086899577,0.7993312391815787,0.5292767616254943,0.202381
